LCSC Part,First Category,Second Category,MFR.Part,Package,Solder JointManufacturer,Library Type,Description,Datasheet,Stock,Price
C25765,Resistors,Chip Resistor - Surface Mount,0402WGF2002TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 20kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF2002TCE_C25765.pdf,1495553,"20-180:0.000426761,200-580:0.000335211,600-1980:0.000287324,2000-9980:0.000257746,10000-10020:0.000228169,10040-:0.000228169"
C25767,Resistors,Chip Resistor - Surface Mount,0402WGF2203TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 220kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF2203TCE_C25767.pdf,177780,"20-180:0.000438028,200-580:0.000345070,600-1980:0.000295775,2000-9980:0.000238028,10000-10020:0.000208451,10040-:0.000208451"
C25768,Resistors,Chip Resistor - Surface Mount,0402WGF2202TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 22kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF2202TCE_C25768.pdf,381771,"20-180:0.000430986,200-580:0.000339437,600-1980:0.000290141,2000-9980:0.000216901,10000-10020:0.000187324,10040-:0.000187324"
C25769,Resistors,Chip Resistor - Surface Mount,0402WGF2402TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 24kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF2402TCE_C25769.pdf,216685,"20-180:0.000438028,200-580:0.000346479,600-1980:0.000298592,2000-9980:0.000276056,10000-10020:0.000246479,10040-:0.000246479"
C25771,Resistors,Chip Resistor - Surface Mount,0402WGF2702TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 27kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF2702TCE_C25771.pdf,244105,"20-180:0.000426761,200-580:0.000335211,600-1980:0.000287324,2000-9980:0.000257746,10000-10020:0.000228169,10040-:0.000228169"
C25774,Resistors,Chip Resistor - Surface Mount,0402WGF3003TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 300kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF3003TCE_C25774.pdf,237615,"20-180:0.000430986,200-580:0.000339437,600-1980:0.000290141,2000-9980:0.000225352,10000-10020:0.000195775,10040-:0.000195775"
C25778,Resistors,Chip Resistor - Surface Mount,0402WGF3303TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 330kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF3303TCE_C25778.pdf,34064,"20-180:0.000432394,200-580:0.000340845,600-1980:0.000291549,2000-9980:0.000235211,10000-10020:0.000205634,10040-:0.000205634"
C25779,Resistors,Chip Resistor - Surface Mount,0402WGF3302TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 33kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF3302TCE_C25779.pdf,286267,"20-180:0.000428169,200-580:0.000336620,600-1980:0.000287324,2000-9980:0.000257746,10000-10020:0.000228169,10040-:0.000228169"
C25783,Resistors,Chip Resistor - Surface Mount,0402WGF3902TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 39kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF3902TCE_C25783.pdf,197871,"20-180:0.000430986,200-580:0.000339437,600-1980:0.000291549,2000-9980:0.000233803,10000-10020:0.000204225,10040-:0.000204225"
C25790,Resistors,Chip Resistor - Surface Mount,0402WGF4703TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 470kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF4703TCE_C25790.pdf,247286,"20-180:0.000423944,200-580:0.000332394,600-1980:0.000284507,2000-9980:0.000257746,10000-10020:0.000228169,10040-:0.000228169"
C25792,Resistors,Chip Resistor - Surface Mount,0402WGF4702TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 47kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF4702TCE_C25792.pdf,686838,"20-180:0.000426761,200-580:0.000335211,600-1980:0.000287324,2000-9980:0.000257746,10000-10020:0.000228169,10040-:0.000228169"
C25794,Resistors,Chip Resistor - Surface Mount,0402WGF5102TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 51kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF5102TCE_C25794.pdf,372369,"20-180:0.000428169,200-580:0.000336620,600-1980:0.000287324,2000-9980:0.000257746,10000-10020:0.000229577,10040-:0.000229577"
C25796,Resistors,Chip Resistor - Surface Mount,0402WGF5602TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 56kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF5602TCE_C25796.pdf,201031,"20-180:0.000435211,200-580:0.000343662,600-1980:0.000294366,2000-9980:0.000257746,10000-10020:0.000229577,10040-:0.000229577"
C25798,Resistors,Chip Resistor - Surface Mount,0402WGF7502TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 75kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF7502TCE_C25798.pdf,87033,"20-180:0.000440845,200-580:0.000347887,600-1980:0.000300000,2000-9980:0.000259155,10000-10020:0.000229577,10040-:0.000229577"
C25803,Resistors,Chip Resistor - Surface Mount,0603WAF1003T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 100kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1003T5E_C25803.pdf,5451100,"20-180:0.000847887,10040-:0.000404225,200-980:0.000660563,2000-9980:0.000463380,1000-1980:0.000509859,10000-10020:0.000404225"
C25804,Resistors,Chip Resistor - Surface Mount,0603WAF1002T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 10kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1002T5E_C25804.pdf,16996311,"200-980:0.000600000,10000-10020:0.000429577,1000-1980:0.000515493,20-180:0.000771831,2000-9980:0.000467606,10040-:0.000429577"
C25805,Resistors,Chip Resistor - Surface Mount,0603WAF1103T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 110kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1103T5E_C25805.pdf,152801,"20-180:0.000867606,200-980:0.000677465,1000-1980:0.000577465,2000-9980:0.000530986,10000-10020:0.000471831,10040-:0.000471831"
C25808,Resistors,Chip Resistor - Surface Mount,0603WAF1203T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 120kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1203T5E_C25808.pdf,216651,"20-180:0.000863380,200-980:0.000674648,1000-1980:0.000574648,2000-9980:0.000529577,10000-10020:0.000469014,10040-:0.000469014"
C25810,Resistors,Chip Resistor - Surface Mount,0603WAF1802T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 18kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1802T5E_C25810.pdf,272812,"20-180:0.000871831,200-980:0.000684507,1000-1980:0.000570423,2000-9980:0.000525352,10000-10020:0.000466197,10040-:0.000466197"
C25811,Resistors,Chip Resistor - Surface Mount,0603WAF2003T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 200kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF2003T5E_C25811.pdf,540035,"20-180:0.000885915,200-980:0.000697183,1000-1980:0.000573239,2000-9980:0.000528169,10000-10020:0.000467606,10040-:0.000467606"
C25819,Resistors,Chip Resistor - Surface Mount,0603WAF4702T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 47kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF4702T5E_C25819.pdf,1231737,"20-180:0.000884507,200-980:0.000697183,1000-1980:0.000569014,2000-9980:0.000523944,10000-10020:0.000464789,10040-:0.000464789"
C25822,Resistors,Chip Resistor - Surface Mount,0603WAF6803T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 680kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF6803T5E_C25822.pdf,149363,"20-180:0.000861972,200-980:0.000674648,1000-1980:0.000570423,2000-9980:0.000525352,10000-10020:0.000466197,10040-:0.000466197"
C25826,Resistors,Chip Resistor - Surface Mount,0805W8F3902T5E,0805,2UNI-ROYAL(Uniroyal Elec),base,125mW Thick Film Resistors ±100ppm/℃ ±1% 39kΩ 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0805W8F3902T5E_C25826.pdf,124901,"20-180:0.001549296,200-980:0.001214085,1000-1980:0.000914085,2000-9980:0.000833803,10000-10020:0.000729577,10040-:0.000729577"
C25862,Resistors,Chip Resistor - Surface Mount,0402WGF1201TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 1.2kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF1201TCE_C25862.pdf,233514,"20-180:0.000422535,200-580:0.000330986,600-1980:0.000281690,2000-9980:0.000257746,10000-10020:0.000229577,10040-:0.000229577"
C25867,Resistors,Chip Resistor - Surface Mount,0402WGF1501TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 1.5kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF1501TCE_C25867.pdf,473231,"20-180:0.000466197,200-580:0.000374648,600-1980:0.000325352,2000-9980:0.000257746,10000-10020:0.000228169,10040-:0.000228169"
C25879,Resistors,Chip Resistor - Surface Mount,0402WGF2201TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 2.2kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF2201TCE_C25879.pdf,1252399,"20-180:0.000436620,200-580:0.000345070,600-1980:0.000295775,2000-9980:0.000257746,10000-10020:0.000228169,10040-:0.000228169"
C25882,Resistors,Chip Resistor - Surface Mount,0402WGF2401TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 2.4kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF2401TCE_C25882.pdf,128126,"20-180:0.000432394,200-580:0.000339437,600-1980:0.000291549,2000-9980:0.000225352,10000-10020:0.000195775,10040-:0.000195775"
C25890,Resistors,Chip Resistor - Surface Mount,0402WGF3301TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 3.3kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF3301TCE_C25890.pdf,580656,"20-180:0.000421127,200-580:0.000328169,600-1980:0.000280282,2000-9980:0.000257746,10000-10020:0.000228169,10040-:0.000228169"
C25897,Resistors,Chip Resistor - Surface Mount,0402WGF4992TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 49.9kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF4992TCE_C25897.pdf,217359,"20-180:0.000419718,200-580:0.000328169,600-1980:0.000280282,2000-9980:0.000257746,10000-10020:0.000228169,10040-:0.000228169"
C25900,Resistors,Chip Resistor - Surface Mount,0402WGF4701TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 4.7kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF4701TCE_C25900.pdf,3836425,"20-180:0.000430986,200-580:0.000338028,600-1980:0.000290141,2000-9980:0.000257746,10000-10020:0.000228169,10040-:0.000228169"
C25905,Resistors,Chip Resistor - Surface Mount,0402WGF5101TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 5.1kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF5101TCE_C25905.pdf,2166875,"20-180:0.000443662,200-580:0.000350704,600-1980:0.000302817,2000-9980:0.000270423,10000-10020:0.000242254,10040-:0.000242254"
C25908,Resistors,Chip Resistor - Surface Mount,0402WGF5601TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 5.6kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF5601TCE_C25908.pdf,119303,"20-180:0.000421127,200-580:0.000329577,600-1980:0.000280282,2000-9980:0.000257746,10000-10020:0.000229577,10040-:0.000229577"
C25917,Resistors,Chip Resistor - Surface Mount,0402WGF6801TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 6.8kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF6801TCE_C25917.pdf,250024,"20-180:0.000426761,200-580:0.000335211,600-1980:0.000287324,2000-9980:0.000257746,10000-10020:0.000228169,10040-:0.000228169"
C25918,Resistors,Chip Resistor - Surface Mount,0402WGF7501TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 7.5kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF7501TCE_C25918.pdf,192191,"20-180:0.000454930,200-580:0.000363380,600-1980:0.000314085,2000-9980:0.000259155,10000-10020:0.000229577,10040-:0.000229577"
C25924,Resistors,Chip Resistor - Surface Mount,0402WGF8201TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 8.2kΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF8201TCE_C25924.pdf,250349,"20-180:0.000436620,200-580:0.000343662,600-1980:0.000295775,2000-9980:0.000238028,10000-10020:0.000209859,10040-:0.000209859"
C25950,Resistors,Chip Resistor - Surface Mount,0603WAF1102T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 11kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1102T5E_C25950.pdf,120066,"20-180:0.000898592,200-980:0.000709859,1000-1980:0.000609859,2000-9980:0.000564789,10000-10020:0.000504225,10040-:0.000504225"
C25969,Resistors,Chip Resistor - Surface Mount,0603WAF4303T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 430kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF4303T5E_C25969.pdf,26857,"20-180:0.000892958,200-980:0.000702817,1000-1980:0.000530986,2000-9980:0.000485915,10000-10020:0.000425352,10040-:0.000425352"
C25981,Resistors,Chip Resistor - Surface Mount,0603WAF8201T5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 8.2kΩ 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF8201T5E_C25981.pdf,229337,"20-180:0.000860563,200-980:0.000673239,1000-1980:0.000573239,2000-9980:0.000528169,10000-10020:0.000467606,10040-:0.000467606"
C26010,Resistors,Chip Resistor - Surface Mount,0805W8F3301T5E,0805,2UNI-ROYAL(Uniroyal Elec),base,125mW Thick Film Resistors ±100ppm/℃ ±1% 3.3kΩ 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0805W8F3301T5E_C26010.pdf,734113,"20-180:0.001549296,200-980:0.001222535,1000-1980:0.001002817,2000-9980:0.000923944,10000-10020:0.000819718,10040-:0.000819718"
C26082,Resistors,Chip Resistor - Surface Mount,0402WGF1005TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±1% ±200ppm/℃ 10MΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0402WGF1005TCE_C26082.pdf,153189,"20-180:0.000518310,200-580:0.000404225,600-1980:0.000343662,2000-9980:0.000261972,10000-10020:0.000225352,10040-:0.000225352"
C26083,Resistors,Chip Resistor - Surface Mount,0402WGF1004TCE,0402,2UNI-ROYAL(Uniroyal Elec),base,62.5mW Thick Film Resistors ±100ppm/℃ ±1% 1MΩ 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0402WGF1004TCE_C26083.pdf,1024777,"20-180:0.000453521,200-580:0.000361972,600-1980:0.000314085,2000-9980:0.000257746,10000-10020:0.000228169,10040-:0.000228169"
C26108,Resistors,Chip Resistor - Surface Mount,0805W8F1005T5E,0805,2UNI-ROYAL(Uniroyal Elec),base,125mW Thick Film Resistors ±100ppm/℃ ±1% 10MΩ 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0805W8F1005T5E_C26108.pdf,58464,"20-180:0.002112676,200-980:0.001676056,1000-1980:0.001294366,2000-9980:0.001192958,10000-10020:0.001057746,10040-:0.001057746"
C26112,Resistors,Chip Resistor - Surface Mount,0805W8F2004T5E,0805,2UNI-ROYAL(Uniroyal Elec),base,125mW Thick Film Resistors ±100ppm/℃ ±1% 2MΩ 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0805W8F2004T5E_C26112.pdf,179491,"20-180:0.002014085,200-980:0.001591549,1000-1980:0.001281690,2000-9980:0.001180282,10000-10020:0.001046479,10040-:0.001046479"
C26113,Resistors,Chip Resistor - Surface Mount,0805W8F2204T5E,0805,2UNI-ROYAL(Uniroyal Elec),base,125mW Thick Film Resistors ±100ppm/℃ ±1% 2.2MΩ 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0805W8F2204T5E_C26113.pdf,19840,"20-180:0.001985915,200-980:0.001563380,1000-1980:0.001194366,2000-9980:0.001091549,10000-10020:0.000956338,10040-:0.000956338"
C26404,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL05B332KB5NNNC,0402,2Samsung Electro-Mechanics,base,50V 3.3nF X7R ±10% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL05B332KB5NNNC_C26404.pdf,21966,"20-180:0.003718310,200-580:0.003042254,600-1980:0.002676056,2000-9980:0.002352113,20000-:0.002056338,10000-19980:0.002169014"
C26860,Communication Interface Chip/UART/485/232,RS232 ICs,MAX232ESE+T,SOIC-16,16Analog Devices Inc./Maxim Integrated,base,transceiver 2/2 SOIC-16  RS232 ICs ROHS,https://datasheet.lcsc.com/lcsc/1809301135_Analog-Devices-Inc--Maxim-Integrated-MAX232ESE-T_C26860.pdf,10249,"30-99:0.570422535,500-999:0.490140845,1-9:0.729577465,100-499:0.514084507,10-29:0.647887324,1000-:0.478873239"
C27143,Inductors/Coils/Transformers,Inductors (SMD),SDCL1005C15NJTDF,0402,2Sunlord,base,300mA 15nH ±5% 500mΩ 0402  Inductors (SMD) ROHS,https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDCL1005C15NJTDF_C27143.pdf,58207,"20-180:0.002704225,200-580:0.002112676,600-1980:0.001802817,2000-9980:0.001577465,10000-10020:0.001385915,10040-:0.001385915"
C27147,Inductors/Coils/Transformers,Inductors (SMD),SDCL1005C10NJTDF,0402,2Sunlord,base,300mA 10nH ±5% 400mΩ 0402  Inductors (SMD) ROHS,https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDCL1005C10NJTDF_C27147.pdf,80962,"20-180:0.002704225,200-580:0.002112676,600-1980:0.001788732,2000-9980:0.001647887,10000-10020:0.001464789,10040-:0.001464789"
C27592,Resistors,Chip Resistor - Surface Mount,0603WAF680JT5E,0603,2UNI-ROYAL(Uniroyal Elec),base,100mW Thick Film Resistors ±100ppm/℃ ±1% 68Ω 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0603WAF680JT5E_C27592.pdf,60613,"20-180:0.000880282,200-980:0.000688732,1000-1980:0.000577465,2000-9980:0.000532394,10000-10020:0.000470423,10040-:0.000470423"
C27834,Resistors,Chip Resistor - Surface Mount,0805W8F5101T5E,0805,2UNI-ROYAL(Uniroyal Elec),base,125mW Thick Film Resistors ±100ppm/℃ ±1% 5.1kΩ 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0805W8F5101T5E_C27834.pdf,990932,"20-180:0.001521127,200-980:0.001197183,1000-1980:0.000992958,2000-9980:0.000914085,10000-10020:0.000811268,10040-:0.000811268"
C27920,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10B822KB8NNNC,0603,2Samsung Electro-Mechanics,base,50V 8.2nF X7R ±10% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL10B822KB8NNNC_C27920.pdf,0,"20-180:0.003507042,9640-:0.001985915,800-1580:0.002394366,9600-9620:0.001985915,200-780:0.002774648,1600-9580:0.002211268"
C28233,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21B104KCFNNNE,0805,2Samsung Electro-Mechanics,base,100V 100nF X7R ±10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL21B104KCFNNNE_C28233.pdf,684069,"20-180:0.007000000,800-1980:0.005084507,20000-:0.004126761,200-780:0.005774648,10000-19980:0.004309859,2000-9980:0.004676056"
C28260,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21C222JBFNNNE,0805,2Samsung Electro-Mechanics,base,50V 2.2nF C0G ±5% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL21C222JBFNNNE_C28260.pdf,92700,"5-45:0.024225352,50-145:0.019859155,150-495:0.017323944,500-2495:0.014929577,2500-4995:0.013690141,5000-:0.013000000"
C28262,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL10C680JB8NNNC,0603,2Samsung Electro-Mechanics,base,50V 68pF C0G ±5% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL10C680JB8NNNC_C28262.pdf,27289,"200-780:0.006154930,20000-:0.004774648,20-180:0.007197183,800-1580:0.005577465,1600-9580:0.005239437,9600-19980:0.004943662"
C28323,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,CL21B105KBFNNNE,0805,2Samsung Electro-Mechanics,base,50V 1uF X7R ±10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL21B105KBFNNNE_C28323.pdf,1317242,"1600-9580:0.005197183,20-180:0.008323944,20000-:0.004802817,9600-19980:0.004957746,200-780:0.006563380,800-1580:0.005788732"
